"high_income","male","married","higher_edu","managerial_occ","high_hours","gov_jobs","race","age","native_country"
1,0,6,13,10,40,8,4,30,39
0,1,6,9,3,40,8,4,39,39
0,0,2,9,1,40,8,4,23,39
0,1,6,9,3,40,8,4,32,39
1,1,6,14,4,40,4,4,37,39
0,1,1,9,5,40,8,4,20,39
0,0,2,10,1,50,8,4,33,39
0,1,6,9,14,99,8,4,42,39
0,0,1,13,1,60,7,4,56,39
0,1,6,16,10,55,8,4,40,39
0,0,4,6,1,40,5,3,38,39
0,1,6,10,10,30,8,4,49,39
0,1,1,10,8,20,8,4,18,9
1,1,6,10,1,40,8,3,42,39
0,0,2,10,11,40,4,4,25,39
1,0,6,10,13,40,8,4,38,39
0,0,1,13,7,40,8,3,26,39
1,1,6,13,10,90,8,4,26,39
0,1,1,9,14,61,8,4,33,39
0,1,1,10,11,40,4,3,25,38
0,1,1,9,7,40,8,3,18,39
0,1,6,9,7,40,8,4,59,39
1,1,6,10,12,45,3,4,69,39
0,0,1,13,10,40,4,4,22,39
0,1,6,7,6,40,8,4,40,39
0,1,6,10,3,40,3,4,40,39
0,1,6,10,3,40,6,4,33,39
1,1,6,6,5,60,6,4,51,39
0,0,4,9,1,35,4,4,59,39
0,1,1,9,3,40,8,4,20,39
0,1,1,12,13,46,8,4,37,39
1,1,6,9,4,40,8,4,51,9
0,0,1,13,12,25,8,4,24,39
0,1,6,6,6,40,8,4,59,39
0,0,1,9,7,35,8,4,21,39
0,0,1,10,12,25,8,4,25,8
0,1,1,7,7,42,8,4,29,39
0,0,1,12,1,40,8,4,22,39
1,1,2,14,10,60,8,4,72,5
1,1,6,11,11,40,4,4,39,39
1,1,6,9,3,40,8,4,36,39
0,1,5,11,3,20,8,4,65,39
0,0,2,9,12,30,8,4,63,39
0,0,4,10,1,40,8,4,58,39
0,0,4,11,1,40,8,4,27,39
0,0,4,6,11,40,8,4,58,39
0,1,6,10,3,40,8,4,52,39
1,1,6,10,3,40,8,4,37,39
0,0,4,11,1,40,8,4,29,39
0,0,1,11,3,40,8,4,30,39
0,1,6,9,3,40,8,4,32,39
1,1,6,9,6,40,8,4,47,39
0,0,2,9,7,40,8,4,50,39
0,0,6,13,6,37,8,2,39,30
0,1,6,9,3,40,8,4,57,39
0,0,1,9,1,50,8,4,40,39
0,0,2,10,1,50,7,3,27,39
0,1,1,10,8,37,8,4,28,39
1,0,6,13,4,35,8,4,49,39
0,1,2,9,3,45,8,4,33,39
0,0,4,10,4,60,3,4,46,39
1,1,6,10,4,50,4,1,50,39
0,1,6,14,12,60,3,4,43,39
0,0,1,10,8,40,8,4,26,39
0,1,6,10,7,50,8,4,33,39
0,1,6,10,3,40,8,4,50,39
0,1,2,2,5,40,8,4,38,37
0,1,6,13,4,50,8,4,28,39
0,1,1,10,8,40,8,4,21,39
1,1,2,13,12,45,8,4,38,39
0,0,1,6,12,10,8,4,17,39
0,0,1,9,8,40,8,3,19,39
1,1,6,15,10,38,3,4,45,39
0,0,1,7,10,50,8,2,27,39
0,1,2,8,5,40,8,3,45,39
0,0,2,10,8,40,8,4,46,39
0,1,6,10,3,40,3,4,57,39
0,1,1,9,3,40,8,4,39,31
1,0,6,13,10,40,8,4,34,39
0,1,1,6,3,24,8,4,26,16
1,1,2,9,10,40,8,4,44,39
0,0,1,10,11,40,4,3,38,39
0,0,2,11,10,40,8,3,49,39
0,0,4,9,1,40,4,4,41,39
0,0,1,9,7,40,7,4,52,39
0,1,6,5,5,40,8,4,30,39
0,0,3,4,8,40,5,3,72,39
1,1,6,13,10,42,8,2,48,39
1,1,6,11,3,50,8,4,32,39
0,1,1,13,10,50,8,4,22,39
0,0,1,10,6,35,8,4,24,39
0,0,2,10,8,36,8,4,24,39
0,0,6,5,14,48,8,4,55,39
0,1,6,9,1,40,7,4,48,39
0,1,2,9,4,40,4,4,42,39
0,1,6,14,8,30,8,4,34,39
0,1,6,9,4,42,8,4,40,39
1,0,6,10,1,20,6,4,39,39
0,1,6,13,3,50,8,4,45,39
0,1,1,10,1,43,8,4,21,11
1,1,6,14,13,40,6,4,36,39
0,0,1,9,6,40,8,4,28,39
0,0,2,9,1,40,8,2,57,39
0,0,1,12,1,40,8,4,22,39
0,0,2,9,1,8,4,4,31,39
0,0,1,11,10,50,4,4,23,39
1,1,1,10,4,45,3,4,35,39
0,1,1,13,12,40,8,4,28,39
0,1,6,10,7,50,8,4,27,39
0,1,6,10,13,50,8,4,37,39
1,1,6,14,4,55,8,4,33,39
0,1,6,9,7,40,8,4,56,39
1,1,6,9,4,50,6,4,50,39
0,0,1,9,12,40,8,3,35,39
0,1,1,13,13,40,8,4,36,39
1,1,6,15,10,35,3,4,59,39
0,1,2,16,4,60,8,4,42,39
0,0,1,10,12,30,8,4,21,39
0,1,1,10,4,40,8,4,24,39
0,0,1,13,10,40,8,4,29,39
1,1,6,16,10,40,8,4,61,39
0,0,2,9,7,48,8,4,35,39
0,1,6,11,10,40,3,4,56,39
1,1,6,9,4,40,8,4,45,39
0,0,6,10,4,36,4,4,40,39
0,1,1,3,8,52,8,4,28,26
0,1,6,14,10,56,4,4,46,39
0,1,6,9,5,40,8,4,57,39
0,0,6,9,1,30,8,4,41,39
0,0,4,9,1,40,8,4,30,39
0,0,1,10,10,40,8,4,21,39
1,1,6,14,4,50,3,4,62,39
0,1,1,10,14,32,8,4,19,39
1,0,1,9,4,38,4,4,63,39
0,1,6,9,5,70,3,4,39,39
0,1,6,14,10,55,6,3,40,38
0,1,1,9,6,35,8,4,27,39
0,1,6,12,4,25,3,4,47,39
0,1,1,9,12,40,8,4,28,39
0,1,6,10,12,40,8,4,27,39
0,1,6,9,4,25,3,4,26,39
0,0,2,9,10,60,8,4,59,39
0,1,6,10,12,40,8,4,33,39
0,0,1,7,7,40,8,4,35,39
1,1,6,9,1,40,8,4,57,39
0,0,1,12,1,40,8,1,30,39
1,1,1,14,4,55,8,4,31,39
0,1,1,10,6,30,8,4,24,39
0,1,6,4,5,55,8,4,36,39
0,0,2,10,4,40,8,4,46,39
0,0,1,11,1,40,5,2,38,39
0,0,1,10,10,15,8,4,19,39
1,1,6,9,4,60,8,4,33,39
1,1,6,15,10,60,6,4,59,39
1,1,6,9,3,46,8,4,32,39
0,1,6,9,7,40,8,4,58,32
0,1,1,8,3,47,8,4,19,39
0,0,1,9,12,40,8,4,43,39
0,1,1,9,3,40,8,4,20,39
1,1,6,9,4,40,6,4,56,39
0,0,2,9,1,40,7,4,57,39
1,1,2,15,10,80,8,4,42,39
0,1,6,6,7,40,8,4,62,39
0,1,2,9,7,45,8,4,37,39
0,1,2,13,3,40,8,4,34,39
0,1,2,10,12,40,8,4,24,39
0,1,3,2,6,20,8,4,78,27
0,1,1,13,1,50,8,3,43,28
0,1,6,9,8,40,4,4,60,39
1,1,6,9,11,40,4,3,39,39
0,1,1,9,3,35,8,4,21,26
0,0,1,13,4,40,8,4,27,39
0,0,2,9,10,39,5,4,44,39
0,0,2,2,8,35,8,4,37,26
0,1,6,9,8,40,8,4,31,32
0,0,6,13,10,40,4,1,27,39
0,0,5,9,7,40,8,3,31,39
1,1,6,13,12,50,6,4,37,39
1,1,6,13,13,40,8,4,43,39
0,1,1,10,8,16,8,4,18,2
0,0,7,11,1,30,5,4,23,39
0,1,6,4,6,40,8,4,40,26
0,0,1,1,8,20,8,3,22,23
1,1,6,13,12,45,6,4,61,39
0,0,3,10,4,40,8,4,63,39
1,1,6,13,12,55,8,4,59,39
1,1,6,10,7,54,8,4,33,39
1,1,6,9,8,40,5,4,51,39
1,1,6,9,11,40,4,4,38,39
1,0,6,9,1,40,8,4,52,39
1,1,6,9,12,55,3,4,47,39
0,0,1,10,1,10,5,4,20,39
0,1,1,13,12,50,8,4,53,39
0,0,1,9,7,40,8,3,43,39
1,1,1,6,4,75,3,4,26,39
0,0,2,9,14,37,8,4,39,33
0,1,4,9,6,60,8,4,30,39
1,1,6,13,4,50,8,4,45,39
0,1,1,9,14,40,8,4,25,39
0,1,6,13,12,50,8,4,45,39
0,0,1,13,10,55,4,4,25,39
1,1,6,12,10,38,8,4,48,39
0,1,6,9,3,40,8,4,32,39
0,1,6,9,1,40,8,4,37,39
1,0,6,10,4,30,8,4,51,39
1,0,6,10,8,40,8,4,28,39
0,0,1,13,8,50,8,4,28,39
0,1,1,9,3,48,8,3,28,39
0,0,1,9,8,40,8,4,22,39
0,1,2,11,1,40,8,4,32,39
0,0,1,13,1,50,8,4,32,39
0,1,1,14,13,50,8,4,27,39
0,0,4,9,1,45,8,4,54,39
0,1,5,2,6,40,8,4,41,26
1,1,6,13,10,50,4,4,46,39
1,1,6,10,4,45,8,4,39,39
1,0,6,12,10,40,8,4,51,39
0,1,1,10,10,40,8,4,26,39
0,0,2,9,9,50,8,4,53,39
0,1,6,10,1,27,5,4,38,39
0,0,1,9,8,20,8,4,18,39
1,1,6,14,10,50,4,4,56,39
0,1,6,3,3,96,3,4,41,26
0,1,2,13,8,40,8,4,42,39
0,0,1,5,9,50,8,4,44,33
0,0,6,9,8,40,8,4,33,39
0,1,2,10,13,45,8,4,43,39
0,1,1,10,12,40,8,4,21,39
0,0,2,9,1,40,8,4,45,39
1,1,6,9,12,70,8,4,38,39
0,0,1,14,4,38,8,3,38,39
0,1,6,6,3,40,8,4,33,39
1,1,6,9,4,45,8,4,27,39
0,0,2,9,7,40,8,3,33,39
1,1,6,10,14,40,8,4,43,39
0,1,2,13,4,50,8,4,38,39
1,1,6,9,3,51,3,4,50,39
1,1,6,10,10,40,5,4,57,39
0,0,3,9,4,2,3,4,76,39
0,1,6,9,14,70,3,4,52,39
0,1,6,9,4,50,5,4,36,39
0,1,1,10,12,50,8,4,30,39
0,0,1,9,4,45,8,4,39,39
1,1,6,10,4,40,7,4,51,39
0,0,4,9,12,40,8,4,31,26
0,1,6,7,12,55,8,4,56,39
0,1,6,10,1,40,8,4,28,39
0,0,1,10,12,40,8,4,38,39
1,1,6,13,12,50,8,2,49,24
1,1,6,9,10,40,8,4,40,39
0,0,1,10,13,40,8,4,23,39
0,0,2,14,10,40,4,4,44,39
1,0,6,13,1,40,5,4,36,39
0,1,1,9,1,40,8,4,31,39
0,1,1,10,12,40,8,4,24,39
0,0,1,10,1,38,8,4,35,39
1,1,6,10,12,60,8,4,45,39
1,1,6,16,10,40,8,4,46,39
0,1,6,9,9,30,8,4,57,39
0,1,1,9,6,20,8,3,20,39
0,0,2,5,4,40,8,4,30,39
0,0,2,9,4,27,8,4,60,39
0,1,1,14,10,40,4,4,42,39
1,0,1,10,4,45,8,4,25,39
1,0,6,13,4,40,8,4,27,39
0,0,2,14,10,60,5,4,59,39
1,1,6,10,4,50,6,4,48,39
0,1,6,9,3,40,8,4,41,39
0,0,2,13,12,40,8,4,36,19
1,1,6,13,5,55,6,4,44,39
0,0,1,10,1,40,8,4,36,39
0,1,6,12,6,60,8,4,32,39
0,1,1,13,10,25,8,2,26,19
0,0,3,11,10,45,8,4,58,39
0,0,1,13,10,40,5,4,39,39
0,1,4,9,3,55,8,4,39,39
0,1,3,9,3,40,8,4,65,39
0,0,6,10,13,20,8,4,29,39
0,0,1,13,10,25,8,4,23,39
0,1,1,13,13,42,8,4,36,39
0,1,6,13,8,40,8,4,32,39
0,0,6,9,1,40,8,4,30,39
1,1,1,13,1,40,8,4,38,39
0,1,6,10,3,40,7,4,25,39
1,1,6,13,4,40,8,4,41,39
0,0,1,9,13,40,8,3,31,39
0,0,6,9,3,15,3,4,66,39
0,1,2,10,3,40,3,4,35,39
0,1,6,4,5,35,8,4,36,39
0,0,1,6,8,16,8,4,17,39
0,1,6,10,3,40,8,4,31,26
0,0,1,9,7,40,8,4,20,39
0,0,1,13,12,40,8,4,25,39
0,1,6,10,12,70,3,4,59,39
0,1,1,12,4,45,8,4,37,39
1,1,6,10,3,48,8,4,42,39
0,0,1,13,10,40,8,4,31,39
0,0,2,8,12,45,8,4,32,39
0,1,6,9,14,60,8,4,46,39
0,1,6,2,8,40,8,4,36,26
1,1,6,13,1,38,5,4,45,39
0,1,1,10,8,20,5,4,19,39
0,0,1,12,8,25,8,4,38,39
0,1,4,9,11,45,5,4,27,39
0,0,2,11,1,40,8,4,33,39
0,1,6,5,12,58,3,4,55,39
0,0,2,14,10,40,4,4,46,39
0,1,6,7,7,40,8,4,29,39
0,0,1,10,1,36,8,4,22,39
1,1,6,14,10,50,5,2,59,30
1,1,6,13,10,50,8,4,36,39
0,0,5,13,10,50,4,4,27,39
0,0,1,12,10,36,8,4,21,39
0,0,2,13,4,50,8,4,29,39
1,1,6,13,12,40,8,2,53,37
0,1,1,10,14,60,8,4,20,39
0,1,6,10,12,40,8,4,54,39
0,1,6,10,7,40,8,4,32,39
0,1,1,7,8,16,8,4,18,39
1,1,6,11,4,48,6,4,55,39
0,1,1,13,10,50,3,4,40,39
0,1,1,12,11,42,7,3,37,39
0,1,1,9,3,40,8,4,23,39
0,1,2,10,1,38,8,4,45,39
1,1,1,16,10,99,3,4,42,39
0,1,6,11,3,38,8,4,66,39
1,1,6,13,4,40,8,4,30,39
1,1,1,8,8,35,8,3,20,39
0,1,1,9,14,50,8,3,37,39
0,0,1,9,8,38,8,4,20,39
0,1,6,9,7,40,8,4,27,39
0,1,6,12,4,50,8,4,33,39
0,1,6,4,7,40,8,4,53,26
0,1,6,5,7,35,8,4,54,39
0,1,6,13,12,40,8,4,33,39
0,1,6,6,6,40,8,4,22,39
0,1,1,10,12,40,8,4,39,39
0,0,1,10,1,25,7,4,23,39
0,1,1,10,6,40,8,4,20,39
0,1,1,10,8,18,8,4,19,39
0,0,1,11,4,60,8,4,24,39
1,1,6,14,10,50,4,4,32,39
0,1,2,10,8,40,8,4,38,39
0,0,2,10,13,40,7,4,34,39
1,1,6,10,13,35,8,2,39,19
1,1,6,13,4,45,6,4,45,39
0,1,1,9,8,40,8,3,21,39
1,1,2,16,13,40,8,4,49,39
0,1,6,9,14,40,8,4,44,39
0,0,1,9,8,35,8,4,18,39
0,1,6,13,4,40,8,4,42,39
0,1,3,7,3,40,8,4,49,39
1,1,6,9,14,40,8,4,51,39
0,1,1,7,8,25,8,4,20,39
0,1,6,7,3,40,8,3,41,39
0,1,1,10,4,75,8,4,25,39
0,1,1,9,14,40,4,3,27,39
0,1,1,9,8,40,8,4,23,39
0,1,6,9,8,40,4,4,37,39
0,0,1,13,10,10,8,4,22,39
0,1,1,9,11,11,8,3,21,39
0,1,1,9,6,40,8,4,24,39
0,1,2,9,14,40,8,4,61,39
0,1,6,10,8,24,8,4,63,39
0,0,1,10,8,40,8,1,31,39
0,0,1,7,12,15,8,4,17,39
0,1,1,10,6,40,8,4,23,39
0,1,6,10,3,40,8,4,40,39
0,0,2,10,1,72,4,4,47,39
0,1,6,5,12,45,8,4,55,39
0,1,2,10,3,50,3,4,37,39
1,0,1,13,12,38,8,4,48,39
0,0,2,9,9,99,8,3,67,39
0,1,6,10,8,40,3,4,72,39
0,1,1,10,11,40,4,3,31,39
0,1,6,10,3,45,8,4,24,39
0,0,1,13,10,45,4,4,27,39
0,1,1,8,5,40,8,2,32,30
1,1,6,12,4,50,8,4,61,39
0,1,1,9,3,40,8,3,34,39
0,1,6,11,6,40,8,2,40,30
0,0,2,11,13,40,8,4,39,39
1,1,6,15,10,35,3,4,49,39
1,1,6,4,4,90,6,4,57,12
1,1,6,10,12,45,8,4,47,39
0,0,3,12,12,35,8,4,38,39
0,1,6,4,5,40,3,4,77,39
0,0,1,10,13,8,8,4,20,39
0,1,6,6,3,30,3,4,37,39
1,1,1,12,4,45,6,4,43,39
0,0,2,9,8,45,8,4,50,39
0,0,3,4,8,40,3,4,68,39
0,0,2,9,1,40,8,4,55,39
1,1,1,14,10,45,4,4,52,39
0,1,1,9,8,37,8,4,24,39
0,1,1,13,1,60,8,4,42,39
0,1,2,9,6,40,8,4,51,39
0,0,6,9,6,40,8,4,26,39
1,0,6,13,4,40,7,2,32,39
0,0,1,10,1,40,8,4,51,39
0,1,1,9,6,40,8,4,26,39
0,1,6,10,12,8,8,4,46,39
0,0,1,9,1,35,8,4,27,39
1,1,6,4,5,40,3,4,71,39
1,1,4,9,8,40,4,4,30,39
0,1,6,10,3,52,8,4,42,39
1,1,6,9,4,60,6,4,39,39
0,0,1,7,5,18,8,4,17,39
0,0,1,10,1,35,8,4,20,39
0,1,2,9,7,40,8,4,37,39
0,1,1,12,10,40,8,4,40,39
0,1,1,12,8,42,8,4,27,39
0,1,1,6,8,40,8,4,19,39
0,1,2,10,11,40,8,4,29,39
1,0,6,9,1,36,8,4,42,39
1,1,6,13,1,40,8,4,31,39
0,0,1,9,1,40,8,4,21,39
1,1,6,10,7,50,8,4,46,39
1,0,1,14,4,50,7,4,37,39
0,0,3,13,4,45,6,3,41,39
0,0,4,8,12,34,8,4,34,39
0,1,3,2,7,40,8,4,47,26
0,0,1,9,4,40,8,4,21,39
1,1,2,16,4,40,8,4,49,39
1,0,1,14,4,40,8,4,38,39
1,1,6,14,4,40,7,4,43,39
0,1,5,13,4,40,3,2,40,39
1,1,6,9,4,70,6,4,48,12
0,0,2,9,4,40,5,4,30,39
0,0,1,12,1,38,8,2,38,37
0,0,4,13,10,40,4,4,30,39
0,1,1,9,1,38,8,4,37,39
0,1,1,14,12,42,8,4,28,39
0,1,6,10,3,40,8,4,57,39
0,1,1,10,3,40,8,4,25,39
0,0,6,12,1,40,3,4,40,39
0,1,6,9,7,40,4,4,49,39
1,1,6,10,13,40,8,4,44,39
0,0,3,9,8,40,8,4,44,39
0,1,1,6,3,40,8,4,18,39
0,1,6,9,8,31,8,4,45,39
1,1,6,16,4,55,4,4,50,39
0,0,1,8,1,16,6,4,17,39
0,1,6,9,3,40,3,4,28,39
0,0,6,10,1,40,4,1,38,39
0,1,6,9,3,37,5,4,43,39
0,1,1,9,3,40,8,4,48,39
0,1,6,12,7,40,8,4,28,39
0,1,2,9,8,40,8,4,46,39
0,0,1,9,7,40,8,3,28,39
0,1,2,9,3,40,4,4,58,39
0,0,1,13,10,40,8,3,23,39
0,0,4,9,8,40,8,1,57,39
1,1,6,14,10,35,8,4,48,39
1,1,6,10,7,50,8,4,49,39
1,1,6,10,3,60,3,4,40,39
0,1,4,9,7,50,8,3,41,39
0,1,6,9,6,40,8,4,45,39
0,1,6,10,7,50,8,4,27,39
1,1,1,14,4,48,8,4,50,39
0,1,6,14,10,16,3,4,65,39
1,1,6,10,1,40,7,4,36,33
0,1,6,9,5,45,8,4,22,39
0,1,1,11,7,40,8,4,28,39
0,0,1,7,12,20,8,4,18,39
1,1,6,13,10,40,4,3,46,39
0,1,1,7,7,40,8,4,37,39
1,1,6,9,14,65,8,4,46,39
1,1,6,15,10,60,5,4,37,39
0,1,1,10,1,40,8,4,31,39
0,0,1,9,4,35,8,2,38,17
0,1,1,13,10,25,8,2,24,39
0,0,1,13,1,40,4,4,25,39
0,0,1,10,1,40,8,3,30,39
0,0,1,4,7,42,8,4,45,39
1,1,6,14,12,40,6,4,28,39
0,1,2,13,4,40,8,4,58,39
0,1,6,15,10,60,3,4,44,39
0,1,6,9,12,60,8,4,35,39
0,1,6,9,14,40,8,3,54,39
0,0,2,14,10,50,4,4,40,39
0,0,1,13,12,40,8,4,24,39
0,1,1,13,3,50,8,4,26,9
0,0,1,13,1,50,8,4,29,39
0,1,6,11,10,40,8,4,50,39
0,0,6,10,4,40,8,4,22,39
0,0,1,8,9,18,8,4,17,39
0,1,6,9,14,50,8,4,25,39
0,1,1,13,4,40,8,4,35,39
1,1,6,10,4,50,8,4,42,39
1,1,6,15,10,60,3,4,45,39
0,0,1,9,8,60,8,4,28,39
1,1,6,9,11,40,5,4,34,39
1,1,6,14,4,40,8,4,49,39
0,0,6,10,8,60,8,4,39,39
0,0,1,8,8,25,8,4,17,39
0,0,1,5,7,40,8,4,20,39
0,0,6,9,8,40,8,4,53,22
0,1,6,11,6,40,8,4,26,39
1,0,1,13,13,40,8,4,49,2
1,1,6,13,4,40,6,4,57,39
1,1,2,13,4,55,8,4,40,39
0,1,1,9,14,35,8,4,19,39
0,0,3,9,3,37,8,4,58,39
0,1,6,14,10,10,4,4,62,39
1,1,6,10,11,64,4,3,41,39
0,1,5,9,6,40,8,4,46,39
1,1,6,9,3,40,3,4,53,41
0,1,1,13,12,40,8,4,33,39
1,1,6,13,4,50,8,4,58,39
1,1,6,11,7,40,8,4,30,39
0,0,1,9,6,40,8,3,27,39
0,1,1,9,3,40,3,3,32,39
0,0,1,6,8,40,8,3,22,39
0,1,6,10,5,50,3,4,56,39
1,1,6,10,4,50,6,4,33,39
0,0,2,9,8,40,8,4,36,39
0,1,6,10,11,40,4,3,29,39
0,0,2,9,1,38,8,4,32,39
0,0,2,13,10,40,5,4,33,39
0,0,1,10,12,25,8,4,20,39
1,1,6,9,14,40,8,4,51,39
0,1,6,10,14,30,8,4,52,39
0,1,6,6,14,50,6,4,64,39
1,1,6,13,10,45,8,4,33,39
1,0,1,13,1,50,8,4,38,39
1,1,6,13,10,40,8,4,30,39
0,1,6,9,3,15,6,4,67,2
1,0,2,16,10,40,4,4,37,39
0,0,2,9,12,37,8,4,55,39
0,1,1,10,8,40,5,3,25,39
0,0,1,13,10,40,4,3,41,39
0,0,2,13,13,40,8,4,31,39
1,0,6,10,1,40,8,4,51,39
0,1,6,9,5,15,3,2,75,39
0,0,2,9,1,30,8,4,53,39
0,1,1,7,14,40,3,3,36,39
1,1,6,15,10,40,3,4,47,39
0,1,6,9,5,25,3,4,67,39
0,0,4,10,5,65,3,4,32,39
0,1,2,9,12,20,8,4,42,39
1,1,6,13,4,50,8,4,41,39
0,0,4,13,10,50,8,4,46,39
1,1,6,12,11,40,4,4,48,39
0,1,6,9,11,40,7,4,55,39
0,1,1,10,8,20,3,4,49,39
0,0,2,4,6,40,8,4,62,5
0,0,5,12,1,45,8,4,30,39
0,1,6,10,11,40,4,4,56,39
0,1,4,9,6,48,8,4,37,39
0,1,1,10,8,40,8,4,22,39
0,1,6,9,6,40,8,4,56,39
0,1,4,13,1,40,7,3,53,39
1,1,2,11,3,40,8,4,53,5
0,1,3,5,3,30,8,4,51,39
1,0,2,9,4,60,8,4,41,39
0,1,6,9,4,50,6,4,34,39
0,0,6,10,1,40,8,4,24,39
0,1,6,9,3,40,3,4,40,39
0,0,1,13,1,40,8,4,23,39
0,0,1,9,8,40,8,4,28,39
0,1,6,9,7,40,8,1,53,39
1,1,6,10,1,44,7,4,52,39
0,0,2,9,6,40,8,4,28,39
1,1,6,13,1,40,8,4,40,39
1,1,6,10,8,40,8,4,60,39
0,1,1,8,14,55,8,4,24,11
0,0,3,13,10,40,8,4,50,39
0,0,4,13,13,40,8,3,44,39
0,0,1,9,8,40,8,4,19,39
0,1,1,9,4,55,6,4,36,39
0,1,1,12,13,40,8,4,33,39
0,1,6,6,7,50,8,4,52,39
0,1,6,9,3,50,8,4,51,39
1,0,6,10,12,40,8,4,44,39
0,1,6,9,4,40,8,4,49,26
0,0,1,10,3,20,8,4,20,39
1,1,6,12,13,40,8,4,53,39
0,1,1,11,5,20,8,4,25,39
0,1,1,10,4,72,8,4,48,39
0,0,1,10,8,15,8,4,21,39
0,1,6,9,6,40,8,4,29,39
1,1,6,16,10,40,5,2,47,19
0,0,6,10,8,60,3,4,48,39
0,1,6,9,7,44,8,4,37,39
0,0,3,9,10,60,7,4,39,39
0,1,4,9,14,40,8,4,35,39
0,1,2,9,8,60,8,4,33,39
0,1,6,9,7,40,8,4,56,39
0,1,1,3,6,40,8,4,23,8
0,0,1,10,1,40,8,4,25,39
1,1,6,12,1,55,7,4,47,39
1,1,6,9,10,40,8,4,32,39
0,0,1,9,1,30,8,4,24,39
1,1,1,13,12,35,8,4,32,39
0,0,1,13,1,35,8,4,41,6
1,0,2,9,1,38,8,4,32,39
1,1,1,15,10,55,3,4,37,39
1,1,6,10,12,50,8,4,39,39
1,1,6,9,14,50,3,4,66,39
0,0,1,13,4,40,8,4,23,39
0,0,1,9,8,40,8,3,44,39
0,1,6,10,14,70,8,4,45,39
0,0,4,10,10,40,8,4,42,39
0,1,2,10,4,30,3,4,40,39
0,1,1,10,13,40,5,4,20,39
0,0,1,10,8,40,8,4,26,39
0,1,1,7,7,40,8,4,25,39
0,1,2,9,1,40,8,4,40,39
0,0,5,12,7,40,8,2,54,30
0,1,6,11,3,60,8,4,33,39
0,1,5,11,12,46,3,4,56,39
0,1,1,7,3,47,8,3,27,39
0,1,1,4,5,60,8,4,31,32
0,0,1,10,12,20,8,4,22,39
0,0,2,9,8,45,3,4,32,39
0,1,6,9,3,40,8,4,29,39
0,0,1,9,1,40,4,4,34,39
0,1,6,6,3,35,8,4,56,22
0,1,6,11,14,99,8,4,35,39
0,0,6,9,1,40,8,4,25,39
0,0,6,7,7,40,8,4,22,26
0,1,1,8,7,40,8,4,19,39
0,1,6,7,7,40,8,4,35,39
0,1,6,9,7,40,8,4,35,39
0,0,2,9,8,35,4,4,48,39
0,1,6,10,12,40,8,4,52,39
1,1,6,13,10,43,8,4,39,39
0,1,2,9,8,40,4,1,32,39
0,1,6,9,3,40,8,4,27,39
0,0,1,13,10,40,8,4,34,39
0,0,4,10,8,35,8,4,31,39
0,1,6,10,5,72,3,4,47,39
0,0,2,13,4,40,8,4,37,39
0,1,5,10,13,40,8,4,47,39
1,1,6,14,12,50,6,4,47,39
0,1,5,3,8,40,8,4,45,7
0,1,6,10,3,40,8,4,51,39
0,1,1,13,10,40,8,4,24,39
0,1,6,16,10,40,3,4,59,39
0,1,6,11,3,48,8,4,27,39
0,1,6,7,3,40,3,4,33,39
1,0,4,9,1,40,8,4,55,39
1,1,6,16,10,80,6,4,62,39
0,1,6,9,5,70,3,4,37,39
0,0,1,13,10,50,4,4,45,39
0,0,1,13,4,40,8,2,25,39
0,1,6,9,4,40,8,4,34,39
0,1,1,9,3,55,8,4,50,39
0,1,6,13,4,55,4,4,29,39
0,1,6,12,5,40,8,4,32,39
0,0,1,6,9,40,8,4,48,39
1,1,6,10,6,52,4,4,34,39
0,1,6,9,1,40,8,3,50,39
0,1,2,9,12,46,8,4,38,39
0,0,2,9,1,40,7,4,52,39
0,1,2,9,6,48,8,4,41,39
0,1,6,9,7,48,8,4,31,39
0,1,1,9,3,40,8,4,31,39
1,1,6,13,4,55,3,4,50,39
0,0,2,10,12,40,8,3,52,39
0,1,6,9,7,40,8,4,33,39
0,0,2,10,8,30,8,4,32,39
0,0,6,10,6,40,8,4,48,24
1,1,6,14,12,43,8,4,40,39
0,1,1,10,13,50,8,4,22,39
0,0,1,9,8,24,8,4,55,39
0,1,6,11,5,88,6,4,43,39
1,1,6,14,4,55,8,4,34,39
0,1,1,9,7,40,8,4,19,39
1,1,6,14,10,52,4,4,50,39
0,1,6,9,7,40,8,3,27,39
1,1,6,16,10,45,8,4,62,39
1,1,6,14,4,45,5,4,57,39
1,1,6,14,4,40,8,2,34,36
0,1,1,9,7,30,8,4,22,39
0,1,6,10,7,40,8,4,22,39
0,0,1,10,4,50,4,3,29,39
1,0,2,9,4,35,3,4,34,39
0,1,1,13,10,50,8,4,35,39
1,1,6,13,12,24,8,4,65,39
0,1,6,10,1,40,8,4,27,39
1,1,6,13,3,50,8,4,46,39
0,1,6,11,14,70,8,4,38,39
0,0,2,13,1,40,8,3,36,39
1,1,6,13,4,40,8,4,49,39
0,1,6,9,4,30,6,4,54,39
1,1,6,13,10,40,8,4,30,39
0,1,1,10,14,40,8,4,26,39
0,1,5,13,4,55,8,4,32,39
0,1,1,9,1,36,8,4,23,39
1,0,1,13,13,45,8,4,40,39
1,1,6,9,3,40,8,4,29,39
1,1,6,9,3,40,8,4,28,39
1,1,6,10,1,40,7,4,41,39
0,1,6,7,7,40,8,3,34,39
0,1,1,9,7,20,8,3,37,39
